cruise_number,operation_number,operation_uuid,cruise_investigator,tow_timestamp,tow_latitude,tow_longitude,avg_bottom_depth_m,avg_surface_temp_c,avg_gear_depth_m,pred_sci_name,pred_com_name,predator_length_cm,predator_weight_kg,predator_visual_maturity,predator_age,stomach_uuid,prey_category_long,prey_category_short_low,prey_category_short_high,collection_type,content_wt_g,content_vol_ml,volume_method
200509,6,d35567a3-80f4-4388-87dd-b950b0b77731,NWFSC - FEAT,2005-06-24,37.4051,-122.8974,359,13.76,177,Merluccius productus,Pacific hake,33,0.22,Developing,2,50663f4b-dd14-4cc1-b3b1-e510924dbf7e,Euphausiids,EUPH,EUPH,formalin sample,0.75,0.7,2
200509,6,d35567a3-80f4-4388-87dd-b950b0b77731,NWFSC - FEAT,2005-06-24,37.4051,-122.8974,359,13.76,177,Merluccius productus,Pacific hake,33,0.22,Immature,2,4a4857ff-9d7d-47af-ab8d-ab8ba8293c04,Euphausiids,EUPH,EUPH,formalin sample,1.08,1.1,2
200509,6,d35567a3-80f4-4388-87dd-b950b0b77731,NWFSC - FEAT,2005-06-24,37.4051,-122.8974,359,13.76,177,Merluccius productus,Pacific hake,33,0.22,Immature,2,7ee5e237-2745-40b3-b307-88b98f29c0e4,Euphausiids,EUPH,EUPH,formalin sample,1.83,2,2
200509,6,d35567a3-80f4-4388-87dd-b950b0b77731,NWFSC - FEAT,2005-06-24,37.4051,-122.8974,359,13.76,177,Merluccius productus,Pacific hake,33,0.22,Immature,2,87e2afae-e08d-404b-89e0-ad2631b0bf20,Euphausiids,EUPH,EUPH,formalin sample,1.47,1.3,2
200509,6,d35567a3-80f4-4388-87dd-b950b0b77731,NWFSC - FEAT,2005-06-24,37.4051,-122.8974,359,13.76,177,Merluccius productus,Pacific hake,34,0.24,Developing,2,503bfc3e-4899-4840-a2ca-8147fc1ebfa1,Euphausiids,EUPH,EUPH,formalin sample,1.79,1.7,2
200509,6,d35567a3-80f4-4388-87dd-b950b0b77731,NWFSC - FEAT,2005-06-24,37.4051,-122.8974,359,13.76,177,Merluccius productus,Pacific hake,34,0.24,Immature,2,c59efe1d-5033-4d54-b4ce-14497394d514,Euphausiids,EUPH,EUPH,formalin sample,2.15,2,2
200509,6,d35567a3-80f4-4388-87dd-b950b0b77731,NWFSC - FEAT,2005-06-24,37.4051,-122.8974,359,13.76,177,Merluccius productus,Pacific hake,34,0.24,Immature,2,fa9e9792-056a-401d-906b-fb445994ce0e,Euphausiids,EUPH,EUPH,formalin sample,1.42,1.5,2
200509,6,d35567a3-80f4-4388-87dd-b950b0b77731,NWFSC - FEAT,2005-06-24,37.4051,-122.8974,359,13.76,177,Merluccius productus,Pacific hake,36,0.28,Immature,2,ef2c908f-c0cb-4355-9b27-3e207e938673,Euphausiids,EUPH,EUPH,formalin sample,0.92,1,2
200509,6,d35567a3-80f4-4388-87dd-b950b0b77731,NWFSC - FEAT,2005-06-24,37.4051,-122.8974,359,13.76,177,Merluccius productus,Pacific hake,37,0.28,Immature,4,bec0bf4c-6c85-4d92-8685-8a6baf2e4c1c,Empty stomachs,EMP,EMP,formalin sample,,,
200509,7,3d50eddd-13f9-4ae2-a9d9-9ae8f5a3bb59,NWFSC - FEAT,2005-06-25,38.2428,-123.3517,132,13.26,122,Merluccius productus,Pacific hake,38,0.34,Developing,4,cdd8c0ee-eb33-43fc-8162-a84a92d2693c,Euphausiids,EUPH,EUPH,formalin sample,0.3,0.3,2
200509,7,3d50eddd-13f9-4ae2-a9d9-9ae8f5a3bb59,NWFSC - FEAT,2005-06-25,38.2428,-123.3517,132,13.26,122,Merluccius productus,Pacific hake,44,0.5,Spent,6,a9d64ebf-ac94-4fe2-bca6-6116f1d2f9dd,Euphausiids,EUPH,EUPH,formalin sample,3.32,3.2,2
200509,8,a6b27835-365c-47c2-b073-18b453e9fd3d,NWFSC - FEAT,2005-06-26,38.7287,-123.6231,90,10.81,65,Merluccius productus,Pacific hake,48,0.7,Developing,7,5296ba73-2ee8-490c-ba65-44f23c727528,Empty stomachs,EMP,EMP,formalin sample,,,
200509,8,a6b27835-365c-47c2-b073-18b453e9fd3d,NWFSC - FEAT,2005-06-26,38.7287,-123.6231,90,10.81,65,Merluccius productus,Pacific hake,48,0.72,Developing,7,05169cdf-8ae1-4906-b1e3-6f155eede200,Euphausiids,EUPH,EUPH,formalin sample,3.04,3.2,2
200509,9,25df285a-e736-4f11-b455-43d2fc6123cf,NWFSC - FEAT,2005-06-26,38.7328,-123.7997,224,11.8,166,Merluccius productus,Pacific hake,32,0.2,Immature,2,181d7f66-9744-45a4-8287-364e0ff06ced,Euphausiids,EUPH,EUPH,formalin sample,0.48,0.55,2
200509,9,25df285a-e736-4f11-b455-43d2fc6123cf,NWFSC - FEAT,2005-06-26,38.7328,-123.7997,224,11.8,166,Merluccius productus,Pacific hake,32,0.22,Immature,2,70b80f12-b3e0-4ac7-a3a8-dc06193f9b85,Euphausiids,EUPH,EUPH,formalin sample,2.73,2.9,2
200509,9,25df285a-e736-4f11-b455-43d2fc6123cf,NWFSC - FEAT,2005-06-26,38.7328,-123.7997,224,11.8,166,Merluccius productus,Pacific hake,33,0.22,Immature,2,a218462a-7c5d-4476-a1c3-0f23f8fca512,Euphausiids,EUPH,EUPH,formalin sample,1.63,1.7,2
200509,9,25df285a-e736-4f11-b455-43d2fc6123cf,NWFSC - FEAT,2005-06-26,38.7328,-123.7997,224,11.8,166,Merluccius productus,Pacific hake,33,0.24,Immature,2,2bbd5475-b856-461a-a8ef-8a2438fa8518,Euphausiids,EUPH,EUPH,formalin sample,2.28,2.2,2
200509,9,25df285a-e736-4f11-b455-43d2fc6123cf,NWFSC - FEAT,2005-06-26,38.7328,-123.7997,224,11.8,166,Merluccius productus,Pacific hake,34,0.28,Immature,2,798f3e17-5303-4418-8381-73262f52961b,Euphausiids,EUPH,EUPH,formalin sample,0.12,0.12,4
200509,9,25df285a-e736-4f11-b455-43d2fc6123cf,NWFSC - FEAT,2005-06-26,38.7328,-123.7997,224,11.8,166,Merluccius productus,Pacific hake,35,0.28,Immature,2,279f8a80-2bb1-49f6-8c52-1fd3eda99f21,Euphausiids,EUPH,EUPH,formalin sample,1.18,0.6,2
200509,9,25df285a-e736-4f11-b455-43d2fc6123cf,NWFSC - FEAT,2005-06-26,38.7328,-123.7997,224,11.8,166,Merluccius productus,Pacific hake,36,0.3,Immature,2,1c017828-9260-4b71-a7b7-aa7d8942e53d,Euphausiids,EUPH,EUPH,formalin sample,1.82,1.9,2
200509,9,25df285a-e736-4f11-b455-43d2fc6123cf,NWFSC - FEAT,2005-06-26,38.7328,-123.7997,224,11.8,166,Merluccius productus,Pacific hake,38,0.38,Immature,4,5c5d9fa4-5c55-4134-a583-c4fbe27b513b,Euphausiids,EUPH,EUPH,formalin sample,2.05,2,2
200509,9,25df285a-e736-4f11-b455-43d2fc6123cf,NWFSC - FEAT,2005-06-26,38.7328,-123.7997,224,11.8,166,Merluccius productus,Pacific hake,39,0.38,Inactive,3,9d7dd2e2-fea1-4bda-b5aa-0e76b519b254,Euphausiids,EUPH,EUPH,formalin sample,0.27,0.25,2
200509,9,25df285a-e736-4f11-b455-43d2fc6123cf,NWFSC - FEAT,2005-06-26,38.7328,-123.7997,224,11.8,166,Merluccius productus,Pacific hake,44,0.56,Inactive,4,e564e761-72d4-46b6-8748-c7f7e3cab3bf,Euphausiids,EUPH,EUPH,formalin sample,7.82,7.9,2
200509,9,25df285a-e736-4f11-b455-43d2fc6123cf,NWFSC - FEAT,2005-06-26,38.7328,-123.7997,224,11.8,166,Merluccius productus,Pacific hake,44,0.62,Inactive,6,170314ad-e032-4106-9b54-f5eb98879b40,Herrings,FISH,HERR,formalin sample,43.53,43,2
200509,9,25df285a-e736-4f11-b455-43d2fc6123cf,NWFSC - FEAT,2005-06-26,38.7328,-123.7997,224,11.8,166,Merluccius productus,Pacific hake,44,0.62,Inactive,6,170314ad-e032-4106-9b54-f5eb98879b40,Myctophidae,FISH,MYCT,formalin sample,1.6,1.5,2
200509,9,25df285a-e736-4f11-b455-43d2fc6123cf,NWFSC - FEAT,2005-06-26,38.7328,-123.7997,224,11.8,166,Merluccius productus,Pacific hake,44,0.62,Inactive,6,170314ad-e032-4106-9b54-f5eb98879b40,Other and unidentified teleosts,FISH,TELE,formalin sample,2.93,2.8,2
200509,10,5b1529fc-f1ac-42d8-ab0a-3e143cf8c164,NWFSC - FEAT,2005-06-27,38.7316,-123.8445,419,12.69,252,Merluccius productus,Pacific hake,33,0.22,Immature,2,cdcb8e5c-9554-424d-aea1-42f406220ad2,Euphausiids,EUPH,EUPH,formalin sample,0.28,0.2,2
200509,10,5b1529fc-f1ac-42d8-ab0a-3e143cf8c164,NWFSC - FEAT,2005-06-27,38.7316,-123.8445,419,12.69,252,Merluccius productus,Pacific hake,33,0.22,Immature,2,f58ba7fa-cca3-491d-9422-1ed6bbe94ddb,Euphausiids,EUPH,EUPH,formalin sample,1.31,1.5,2
200509,10,5b1529fc-f1ac-42d8-ab0a-3e143cf8c164,NWFSC - FEAT,2005-06-27,38.7316,-123.8445,419,12.69,252,Merluccius productus,Pacific hake,33,0.25,Immature,2,9a7d2576-ad3d-484f-863e-d7d56990bfef,Euphausiids,EUPH,EUPH,formalin sample,3.39,3.5,2
200509,10,5b1529fc-f1ac-42d8-ab0a-3e143cf8c164,NWFSC - FEAT,2005-06-27,38.7316,-123.8445,419,12.69,252,Merluccius productus,Pacific hake,33,0.25,Immature,2,9a7d2576-ad3d-484f-863e-d7d56990bfef,Myctophidae,FISH,MYCT,formalin sample,2.51,2.5,2
200509,10,5b1529fc-f1ac-42d8-ab0a-3e143cf8c164,NWFSC - FEAT,2005-06-27,38.7316,-123.8445,419,12.69,252,Merluccius productus,Pacific hake,34,0.28,Immature,2,c60905cb-fb3b-4c07-8e80-21e5765cdf5e,Euphausiids,EUPH,EUPH,formalin sample,0.92,1.1,2
200509,10,5b1529fc-f1ac-42d8-ab0a-3e143cf8c164,NWFSC - FEAT,2005-06-27,38.7316,-123.8445,419,12.69,252,Merluccius productus,Pacific hake,34,0.28,Immature,2,c60905cb-fb3b-4c07-8e80-21e5765cdf5e,Myctophidae,FISH,MYCT,formalin sample,2.3,2.3,2
200509,10,5b1529fc-f1ac-42d8-ab0a-3e143cf8c164,NWFSC - FEAT,2005-06-27,38.7316,-123.8445,419,12.69,252,Merluccius productus,Pacific hake,35,0.26,Immature,2,eab6e18e-fba4-44f7-8539-9ff9bcd1be64,Euphausiids,EUPH,EUPH,formalin sample,3.2,3.3,2
200509,10,5b1529fc-f1ac-42d8-ab0a-3e143cf8c164,NWFSC - FEAT,2005-06-27,38.7316,-123.8445,419,12.69,252,Merluccius productus,Pacific hake,35,0.28,Immature,2,9b43e7da-139c-479d-8cb9-cfb1180c1a53,Euphausiids,EUPH,EUPH,formalin sample,1.41,1.4,2
200509,10,5b1529fc-f1ac-42d8-ab0a-3e143cf8c164,NWFSC - FEAT,2005-06-27,38.7316,-123.8445,419,12.69,252,Merluccius productus,Pacific hake,35,0.3,Developing,2,d1f48dc2-02e4-4c5d-82a4-c209035c2aab,Euphausiids,EUPH,EUPH,formalin sample,6.49,6.3,2
200509,10,5b1529fc-f1ac-42d8-ab0a-3e143cf8c164,NWFSC - FEAT,2005-06-27,38.7316,-123.8445,419,12.69,252,Merluccius productus,Pacific hake,36,0.3,Immature,2,d87ca871-aefe-44a8-852e-338d7882ceae,Euphausiids,EUPH,EUPH,formalin sample,0.29,0.3,2
200509,10,5b1529fc-f1ac-42d8-ab0a-3e143cf8c164,NWFSC - FEAT,2005-06-27,38.7316,-123.8445,419,12.69,252,Merluccius productus,Pacific hake,43,0.56,Inactive,6,e6b5ea4c-ae99-4bc7-bf2f-5eddc56b2c34,Euphausiids,EUPH,EUPH,formalin sample,3.15,3.1,2
200509,10,5b1529fc-f1ac-42d8-ab0a-3e143cf8c164,NWFSC - FEAT,2005-06-27,38.7316,-123.8445,419,12.69,252,Merluccius productus,Pacific hake,44,0.46,Inactive,6,3dcfbb9b-612c-46f8-a7ee-0aab9f36f6b9,Euphausiids,EUPH,EUPH,formalin sample,2.06,2.5,2
200509,10,5b1529fc-f1ac-42d8-ab0a-3e143cf8c164,NWFSC - FEAT,2005-06-27,38.7316,-123.8445,419,12.69,252,Merluccius productus,Pacific hake,44,0.5,Spawning,6,1ee0c323-2888-4daa-81fb-19632364a36b,Euphausiids,EUPH,EUPH,formalin sample,1.38,1.4,2
200509,10,5b1529fc-f1ac-42d8-ab0a-3e143cf8c164,NWFSC - FEAT,2005-06-27,38.7316,-123.8445,419,12.69,252,Merluccius productus,Pacific hake,44,0.52,Inactive,6,a7430aa8-f055-4bdc-8515-ef9dfa33a877,Euphausiids,EUPH,EUPH,formalin sample,3.02,3.1,2
200509,10,5b1529fc-f1ac-42d8-ab0a-3e143cf8c164,NWFSC - FEAT,2005-06-27,38.7316,-123.8445,419,12.69,252,Merluccius productus,Pacific hake,44,0.52,Inactive,6,a7430aa8-f055-4bdc-8515-ef9dfa33a877,Myctophidae,FISH,MYCT,formalin sample,7.03,7,2
200509,10,5b1529fc-f1ac-42d8-ab0a-3e143cf8c164,NWFSC - FEAT,2005-06-27,38.7316,-123.8445,419,12.69,252,Merluccius productus,Pacific hake,45,0.58,Inactive,6,0c261163-d0b0-4879-823a-b91325728d0a,Euphausiids,EUPH,EUPH,formalin sample,14.85,15,2
200509,11,fd8a0629-b9f7-43b8-8121-bedc5da59ec2,NWFSC - FEAT,2005-06-27,39.2467,-124.077,590,11.65,364,Merluccius productus,Pacific hake,32,0.22,Immature,2,19c18f46-0ce6-42c2-8ded-10cca1be78ce,Euphausiids,EUPH,EUPH,formalin sample,1.49,1.4,2
200509,11,fd8a0629-b9f7-43b8-8121-bedc5da59ec2,NWFSC - FEAT,2005-06-27,39.2467,-124.077,590,11.65,364,Merluccius productus,Pacific hake,32,0.22,Immature,2,9de46826-f164-45ad-9c6e-8a5e809fd960,Euphausiids,EUPH,EUPH,formalin sample,4.74,4.8,2
200509,11,fd8a0629-b9f7-43b8-8121-bedc5da59ec2,NWFSC - FEAT,2005-06-27,39.2467,-124.077,590,11.65,364,Merluccius productus,Pacific hake,33,0.24,Immature,2,5e5d62e0-6277-4dd0-8832-a0d0df4ecff0,Euphausiids,EUPH,EUPH,formalin sample,4.08,4.1,2
200509,11,fd8a0629-b9f7-43b8-8121-bedc5da59ec2,NWFSC - FEAT,2005-06-27,39.2467,-124.077,590,11.65,364,Merluccius productus,Pacific hake,34,0.26,Immature,2,b1e1570e-1598-486d-b0c7-3af5145b5b93,Euphausiids,EUPH,EUPH,formalin sample,3.59,3.8,2
200509,11,fd8a0629-b9f7-43b8-8121-bedc5da59ec2,NWFSC - FEAT,2005-06-27,39.2467,-124.077,590,11.65,364,Merluccius productus,Pacific hake,35,0.26,Immature,2,9252a40e-1118-498c-bbb6-33b77c3e62bc,Euphausiids,EUPH,EUPH,formalin sample,5.05,5.5,2
200509,11,fd8a0629-b9f7-43b8-8121-bedc5da59ec2,NWFSC - FEAT,2005-06-27,39.2467,-124.077,590,11.65,364,Merluccius productus,Pacific hake,35,0.28,Immature,2,8f8239f2-9027-43b2-8348-ac17b2a39577,Euphausiids,EUPH,EUPH,formalin sample,0.78,0.7,2
200509,11,fd8a0629-b9f7-43b8-8121-bedc5da59ec2,NWFSC - FEAT,2005-06-27,39.2467,-124.077,590,11.65,364,Merluccius productus,Pacific hake,35,0.3,Immature,2,740ecd3b-bc8a-47b2-8dd3-5a48a00b961f,Euphausiids,EUPH,EUPH,formalin sample,0.81,1.1,2
200509,11,fd8a0629-b9f7-43b8-8121-bedc5da59ec2,NWFSC - FEAT,2005-06-27,39.2467,-124.077,590,11.65,364,Merluccius productus,Pacific hake,36,0.32,Immature,2,ab6a137f-8fe9-47f1-9ffa-ea765b56393c,Euphausiids,EUPH,EUPH,formalin sample,0.24,0.25,2
200509,11,fd8a0629-b9f7-43b8-8121-bedc5da59ec2,NWFSC - FEAT,2005-06-27,39.2467,-124.077,590,11.65,364,Merluccius productus,Pacific hake,37,0.34,Immature,2,1009b4f4-e1bd-4767-95e9-56d987f6adad,Euphausiids,EUPH,EUPH,formalin sample,0.94,1,2
200509,11,fd8a0629-b9f7-43b8-8121-bedc5da59ec2,NWFSC - FEAT,2005-06-27,39.2467,-124.077,590,11.65,364,Merluccius productus,Pacific hake,37,0.34,Immature,2,1009b4f4-e1bd-4767-95e9-56d987f6adad,Myctophidae,FISH,MYCT,formalin sample,1.5,1.1,2
200509,11,fd8a0629-b9f7-43b8-8121-bedc5da59ec2,NWFSC - FEAT,2005-06-27,39.2467,-124.077,590,11.65,364,Merluccius productus,Pacific hake,43,0.54,Inactive,6,4b6000de-68b4-4289-bd0a-9de3168afd2c,Euphausiids,EUPH,EUPH,formalin sample,9.88,9.6,2
200509,11,fd8a0629-b9f7-43b8-8121-bedc5da59ec2,NWFSC - FEAT,2005-06-27,39.2467,-124.077,590,11.65,364,Merluccius productus,Pacific hake,43,0.54,Inactive,6,4b6000de-68b4-4289-bd0a-9de3168afd2c,Myctophidae,FISH,MYCT,formalin sample,2.03,2,2
200509,11,fd8a0629-b9f7-43b8-8121-bedc5da59ec2,NWFSC - FEAT,2005-06-27,39.2467,-124.077,590,11.65,364,Merluccius productus,Pacific hake,43,0.54,Inactive,6,4b6000de-68b4-4289-bd0a-9de3168afd2c,Other and unidentified teleosts,FISH,TELE,formalin sample,1.44,1.2,2
200509,11,fd8a0629-b9f7-43b8-8121-bedc5da59ec2,NWFSC - FEAT,2005-06-27,39.2467,-124.077,590,11.65,364,Merluccius productus,Pacific hake,43,0.54,Spent,4,b8caab2b-33f4-40f7-9331-1420bdd1b264,Euphausiids,EUPH,EUPH,formalin sample,4.33,4.4,2
200509,11,fd8a0629-b9f7-43b8-8121-bedc5da59ec2,NWFSC - FEAT,2005-06-27,39.2467,-124.077,590,11.65,364,Merluccius productus,Pacific hake,74,2.88,Inactive,10,1e74f046-7ee5-4da7-8355-51c0525e1e99,Other and unidentified teleosts,FISH,TELE,formalin sample,73.94,76,1
200509,12,ccd64944-4042-417e-aec5-6fd6946022e6,NWFSC - FEAT,2005-07-04,40.5715,-124.6832,352,12.15,243,Merluccius productus,Pacific hake,33,0.24,Immature,2,54e96704-d767-4a24-8942-f5c1687eb4cf,Euphausiids,EUPH,EUPH,formalin sample,8.5,8.5,2
200509,12,ccd64944-4042-417e-aec5-6fd6946022e6,NWFSC - FEAT,2005-07-04,40.5715,-124.6832,352,12.15,243,Merluccius productus,Pacific hake,33,0.24,Immature,2,54e96704-d767-4a24-8942-f5c1687eb4cf,Myctophidae,FISH,MYCT,formalin sample,2.8,3,2
200509,12,ccd64944-4042-417e-aec5-6fd6946022e6,NWFSC - FEAT,2005-07-04,40.5715,-124.6832,352,12.15,243,Merluccius productus,Pacific hake,33,0.24,Immature,2,8d1bc050-02be-419c-9ecd-31fe9fec2f18,Euphausiids,EUPH,EUPH,formalin sample,3.13,3,2
200509,12,ccd64944-4042-417e-aec5-6fd6946022e6,NWFSC - FEAT,2005-07-04,40.5715,-124.6832,352,12.15,243,Merluccius productus,Pacific hake,33,0.26,Immature,2,2a65940e-2ce8-448a-b77e-3deaa0b6022a,Euphausiids,EUPH,EUPH,formalin sample,21.85,21.6,2
200509,12,ccd64944-4042-417e-aec5-6fd6946022e6,NWFSC - FEAT,2005-07-04,40.5715,-124.6832,352,12.15,243,Merluccius productus,Pacific hake,33,0.26,Immature,2,2a65940e-2ce8-448a-b77e-3deaa0b6022a,Other and unidentified teleosts,FISH,TELE,formalin sample,0.5,0.6,2
200509,12,ccd64944-4042-417e-aec5-6fd6946022e6,NWFSC - FEAT,2005-07-04,40.5715,-124.6832,352,12.15,243,Merluccius productus,Pacific hake,34,0.24,Immature,2,1268537f-4178-4e38-b5e0-df36e291829c,Euphausiids,EUPH,EUPH,formalin sample,3.26,3.1,2
